actual value,predicted value
1.130000000000000000e+02,1.371598892211914062e+02
1.120000000000000000e+02,1.205350570678710938e+02
1.110000000000000000e+02,1.245605163574218750e+02
1.100000000000000000e+02,1.256636886596679688e+02
1.090000000000000000e+02,1.312294769287109375e+02
1.080000000000000000e+02,1.137850341796875000e+02
1.070000000000000000e+02,1.094023818969726562e+02
1.060000000000000000e+02,1.277767791748046875e+02
1.050000000000000000e+02,1.190715179443359375e+02
1.040000000000000000e+02,1.040877075195312500e+02
1.030000000000000000e+02,1.156367034912109375e+02
1.020000000000000000e+02,1.075782241821289062e+02
1.010000000000000000e+02,1.054873352050781250e+02
1.000000000000000000e+02,1.178378601074218750e+02
9.900000000000000000e+01,1.150157165527343750e+02
9.800000000000000000e+01,1.144410705566406250e+02
9.700000000000000000e+01,1.257805099487304688e+02
9.600000000000000000e+01,1.054034652709960938e+02
9.500000000000000000e+01,1.005969238281250000e+02
9.400000000000000000e+01,1.175713882446289062e+02
9.300000000000000000e+01,9.822286987304687500e+01
9.200000000000000000e+01,1.311483764648437500e+02
9.100000000000000000e+01,9.435842895507812500e+01
9.000000000000000000e+01,1.043996963500976562e+02
8.900000000000000000e+01,1.096742324829101562e+02
8.800000000000000000e+01,1.101465759277343750e+02
8.700000000000000000e+01,1.034768218994140625e+02
8.600000000000000000e+01,9.866113281250000000e+01
8.500000000000000000e+01,8.477951812744140625e+01
8.400000000000000000e+01,1.053608627319335938e+02
8.300000000000000000e+01,9.224590301513671875e+01
8.200000000000000000e+01,1.061968612670898438e+02
8.100000000000000000e+01,9.527980041503906250e+01
8.000000000000000000e+01,7.263423156738281250e+01
7.900000000000000000e+01,9.614385986328125000e+01
7.800000000000000000e+01,1.355769882202148438e+02
7.700000000000000000e+01,8.786118316650390625e+01
7.600000000000000000e+01,7.372673034667968750e+01
7.500000000000000000e+01,9.038758087158203125e+01
7.400000000000000000e+01,9.076706695556640625e+01
7.300000000000000000e+01,8.619893646240234375e+01
7.200000000000000000e+01,9.229103088378906250e+01
7.100000000000000000e+01,7.345475769042968750e+01
7.000000000000000000e+01,7.961458587646484375e+01
6.900000000000000000e+01,8.499523925781250000e+01
6.800000000000000000e+01,9.254602813720703125e+01
6.700000000000000000e+01,7.397425079345703125e+01
6.600000000000000000e+01,7.441081237792968750e+01
6.500000000000000000e+01,7.222559356689453125e+01
6.400000000000000000e+01,7.042893981933593750e+01
6.300000000000000000e+01,7.482450103759765625e+01
6.200000000000000000e+01,8.461315917968750000e+01
6.100000000000000000e+01,7.371184539794921875e+01
6.000000000000000000e+01,7.802896881103515625e+01
5.900000000000000000e+01,7.671215820312500000e+01
5.800000000000000000e+01,7.220981597900390625e+01
5.700000000000000000e+01,6.416233062744140625e+01
5.600000000000000000e+01,7.624152374267578125e+01
5.500000000000000000e+01,7.179467010498046875e+01
5.400000000000000000e+01,4.769812774658203125e+01
5.300000000000000000e+01,5.579175567626953125e+01
5.200000000000000000e+01,6.604053497314453125e+01
5.100000000000000000e+01,8.191188049316406250e+01
5.000000000000000000e+01,6.274456787109375000e+01
4.900000000000000000e+01,7.720079803466796875e+01
4.800000000000000000e+01,6.203565979003906250e+01
4.700000000000000000e+01,6.200011444091796875e+01
4.600000000000000000e+01,6.706846618652343750e+01
4.500000000000000000e+01,4.990595245361328125e+01
4.400000000000000000e+01,6.674781036376953125e+01
4.300000000000000000e+01,5.920745849609375000e+01
4.200000000000000000e+01,6.489801025390625000e+01
4.100000000000000000e+01,5.795323181152343750e+01
4.000000000000000000e+01,4.236332702636718750e+01
3.900000000000000000e+01,4.749195861816406250e+01
3.800000000000000000e+01,3.988750457763671875e+01
3.700000000000000000e+01,4.830070495605468750e+01
3.600000000000000000e+01,4.872624969482421875e+01
3.500000000000000000e+01,4.709101104736328125e+01
3.400000000000000000e+01,4.266102600097656250e+01
3.300000000000000000e+01,3.561917877197265625e+01
3.200000000000000000e+01,6.105305480957031250e+01
3.100000000000000000e+01,4.278574371337890625e+01
3.000000000000000000e+01,4.050628662109375000e+00
2.900000000000000000e+01,4.156135559082031250e+01
2.800000000000000000e+01,3.371944427490234375e+01
2.700000000000000000e+01,3.625417327880859375e+01
2.600000000000000000e+01,3.088141632080078125e+01
2.500000000000000000e+01,2.989398956298828125e+01
2.400000000000000000e+01,3.454770660400390625e+01
2.300000000000000000e+01,2.864842987060546875e+01
2.200000000000000000e+01,4.918647003173828125e+01
2.100000000000000000e+01,2.777381134033203125e+01
2.000000000000000000e+01,2.812971496582031250e+01
1.900000000000000000e+01,2.942934417724609375e+01
1.800000000000000000e+01,1.477651977539062500e+01
1.700000000000000000e+01,3.353269195556640625e+01
1.600000000000000000e+01,1.289830780029296875e+01
1.500000000000000000e+01,1.880312347412109375e+01
1.400000000000000000e+01,2.540213012695312500e+01
1.300000000000000000e+01,1.028379821777343750e+01
1.200000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,1.898833465576171875e+01
1.000000000000000000e+01,2.274961090087890625e+01
9.000000000000000000e+00,1.258885955810546875e+01
8.000000000000000000e+00,6.554870605468750000e+00
7.000000000000000000e+00,1.288850402832031250e+01
6.000000000000000000e+00,1.020137786865234375e+01
5.000000000000000000e+00,1.189712524414062500e+01
4.000000000000000000e+00,2.565208435058593750e+00
3.000000000000000000e+00,1.531072998046875000e+01
2.000000000000000000e+00,3.450645446777343750e+00
1.000000000000000000e+00,5.247619628906250000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.770000000000000000e+02,1.946634902954101562e+02
2.760000000000000000e+02,2.312712631225585938e+02
2.750000000000000000e+02,1.937473449707031250e+02
2.740000000000000000e+02,2.086373138427734375e+02
2.730000000000000000e+02,1.971674423217773438e+02
2.720000000000000000e+02,1.876582565307617188e+02
2.710000000000000000e+02,2.001133270263671875e+02
2.700000000000000000e+02,1.646000900268554688e+02
2.690000000000000000e+02,2.044945297241210938e+02
2.680000000000000000e+02,1.941078872680664062e+02
2.670000000000000000e+02,1.919440078735351562e+02
2.660000000000000000e+02,1.948080825805664062e+02
2.650000000000000000e+02,1.734830245971679688e+02
2.640000000000000000e+02,1.807415924072265625e+02
2.630000000000000000e+02,1.805039978027343750e+02
2.620000000000000000e+02,1.747000961303710938e+02
2.610000000000000000e+02,1.830225906372070312e+02
2.600000000000000000e+02,1.773882369995117188e+02
2.590000000000000000e+02,1.784813690185546875e+02
2.580000000000000000e+02,1.931432952880859375e+02
2.570000000000000000e+02,1.824570541381835938e+02
2.560000000000000000e+02,1.753803482055664062e+02
2.550000000000000000e+02,1.906489791870117188e+02
2.540000000000000000e+02,1.669903411865234375e+02
2.530000000000000000e+02,1.654676666259765625e+02
2.520000000000000000e+02,1.844070663452148438e+02
2.510000000000000000e+02,1.534958114624023438e+02
2.500000000000000000e+02,1.767838745117187500e+02
2.490000000000000000e+02,1.598930358886718750e+02
2.480000000000000000e+02,1.758242111206054688e+02
2.470000000000000000e+02,1.751862411499023438e+02
2.460000000000000000e+02,1.584619903564453125e+02
2.450000000000000000e+02,1.550948638916015625e+02
2.440000000000000000e+02,1.667768707275390625e+02
2.430000000000000000e+02,1.627552337646484375e+02
2.420000000000000000e+02,1.656091308593750000e+02
2.410000000000000000e+02,1.485234298706054688e+02
2.400000000000000000e+02,1.549944992065429688e+02
2.390000000000000000e+02,1.592501220703125000e+02
2.380000000000000000e+02,1.411230697631835938e+02
2.370000000000000000e+02,1.577569961547851562e+02
2.360000000000000000e+02,1.457488937377929688e+02
2.350000000000000000e+02,1.390667037963867188e+02
2.340000000000000000e+02,1.474148788452148438e+02
2.330000000000000000e+02,1.414361114501953125e+02
2.320000000000000000e+02,1.478084335327148438e+02
2.310000000000000000e+02,1.490720825195312500e+02
2.300000000000000000e+02,1.564741287231445312e+02
2.290000000000000000e+02,1.376029663085937500e+02
2.280000000000000000e+02,1.517023391723632812e+02
2.270000000000000000e+02,1.394536819458007812e+02
2.260000000000000000e+02,1.489041519165039062e+02
2.250000000000000000e+02,1.348373107910156250e+02
2.240000000000000000e+02,1.371744384765625000e+02
2.230000000000000000e+02,1.411144256591796875e+02
2.220000000000000000e+02,1.344738311767578125e+02
2.210000000000000000e+02,1.485822219848632812e+02
2.200000000000000000e+02,1.528801879882812500e+02
2.190000000000000000e+02,1.346955337524414062e+02
2.180000000000000000e+02,1.347660293579101562e+02
2.170000000000000000e+02,1.371149597167968750e+02
2.160000000000000000e+02,1.295785140991210938e+02
2.150000000000000000e+02,1.271514434814453125e+02
2.140000000000000000e+02,1.227798843383789062e+02
2.130000000000000000e+02,1.400609436035156250e+02
2.120000000000000000e+02,1.014839248657226562e+02
2.110000000000000000e+02,1.320260848999023438e+02
2.100000000000000000e+02,1.273988037109375000e+02
2.090000000000000000e+02,1.220811157226562500e+02
2.080000000000000000e+02,1.157074203491210938e+02
2.070000000000000000e+02,1.181472091674804688e+02
2.060000000000000000e+02,1.217571029663085938e+02
2.050000000000000000e+02,1.273207931518554688e+02
2.040000000000000000e+02,1.153234558105468750e+02
2.030000000000000000e+02,1.238712005615234375e+02
2.020000000000000000e+02,1.269232254028320312e+02
2.010000000000000000e+02,1.266387939453125000e+02
2.000000000000000000e+02,1.221035232543945312e+02
1.990000000000000000e+02,1.305082702636718750e+02
1.980000000000000000e+02,1.156238861083984375e+02
1.970000000000000000e+02,1.220775604248046875e+02
1.960000000000000000e+02,1.281296234130859375e+02
1.950000000000000000e+02,1.147758102416992188e+02
1.940000000000000000e+02,1.242572250366210938e+02
1.930000000000000000e+02,1.129876174926757812e+02
1.920000000000000000e+02,1.320799789428710938e+02
1.910000000000000000e+02,1.157630462646484375e+02
1.900000000000000000e+02,1.019394073486328125e+02
1.890000000000000000e+02,1.272524414062500000e+02
1.880000000000000000e+02,1.092762603759765625e+02
1.870000000000000000e+02,9.875944519042968750e+01
1.860000000000000000e+02,1.138731613159179688e+02
1.850000000000000000e+02,1.075610122680664062e+02
1.840000000000000000e+02,9.333854675292968750e+01
1.830000000000000000e+02,1.229072799682617188e+02
1.820000000000000000e+02,1.085273361206054688e+02
1.810000000000000000e+02,1.072329788208007812e+02
1.800000000000000000e+02,1.025736160278320312e+02
1.790000000000000000e+02,1.138073043823242188e+02
1.780000000000000000e+02,1.117179870605468750e+02
1.770000000000000000e+02,9.743441009521484375e+01
1.760000000000000000e+02,9.330560302734375000e+01
1.750000000000000000e+02,1.218294906616210938e+02
1.740000000000000000e+02,1.059869461059570312e+02
1.730000000000000000e+02,1.054023590087890625e+02
1.720000000000000000e+02,1.144200668334960938e+02
1.710000000000000000e+02,1.030636367797851562e+02
1.700000000000000000e+02,1.016523208618164062e+02
1.690000000000000000e+02,1.050694274902343750e+02
1.680000000000000000e+02,9.316623687744140625e+01
1.670000000000000000e+02,1.024711685180664062e+02
1.660000000000000000e+02,9.205255126953125000e+01
1.650000000000000000e+02,1.141822814941406250e+02
1.640000000000000000e+02,1.090903625488281250e+02
1.630000000000000000e+02,9.310042572021484375e+01
1.620000000000000000e+02,1.059200363159179688e+02
1.610000000000000000e+02,8.190246582031250000e+01
1.600000000000000000e+02,7.911785125732421875e+01
1.590000000000000000e+02,9.268382263183593750e+01
1.580000000000000000e+02,1.054355392456054688e+02
1.570000000000000000e+02,8.854920959472656250e+01
1.560000000000000000e+02,9.468538665771484375e+01
1.550000000000000000e+02,8.908235168457031250e+01
1.540000000000000000e+02,1.103974914550781250e+02
1.530000000000000000e+02,8.281442260742187500e+01
1.520000000000000000e+02,8.673277282714843750e+01
1.510000000000000000e+02,8.829985809326171875e+01
1.500000000000000000e+02,9.966576385498046875e+01
1.490000000000000000e+02,9.606749725341796875e+01
1.480000000000000000e+02,1.174954910278320312e+02
1.470000000000000000e+02,1.020598449707031250e+02
1.460000000000000000e+02,9.961101531982421875e+01
1.450000000000000000e+02,8.562729644775390625e+01
1.440000000000000000e+02,8.805391693115234375e+01
1.430000000000000000e+02,7.727672576904296875e+01
1.420000000000000000e+02,9.641082000732421875e+01
1.410000000000000000e+02,9.507120513916015625e+01
1.400000000000000000e+02,6.791365051269531250e+01
1.390000000000000000e+02,6.869090270996093750e+01
1.380000000000000000e+02,9.512130737304687500e+01
1.370000000000000000e+02,8.858576202392578125e+01
1.360000000000000000e+02,6.688837432861328125e+01
1.350000000000000000e+02,8.462039947509765625e+01
1.340000000000000000e+02,7.863079833984375000e+01
1.330000000000000000e+02,7.093791961669921875e+01
1.320000000000000000e+02,7.742678070068359375e+01
1.310000000000000000e+02,8.715299224853515625e+01
1.300000000000000000e+02,7.608942413330078125e+01
1.290000000000000000e+02,7.889379119873046875e+01
1.280000000000000000e+02,7.839550781250000000e+01
1.270000000000000000e+02,7.758662414550781250e+01
1.260000000000000000e+02,7.314788818359375000e+01
1.250000000000000000e+02,7.429483032226562500e+01
1.240000000000000000e+02,8.170695495605468750e+01
1.230000000000000000e+02,8.887010955810546875e+01
1.220000000000000000e+02,8.518665313720703125e+01
1.210000000000000000e+02,8.101931762695312500e+01
1.200000000000000000e+02,9.353265380859375000e+01
1.190000000000000000e+02,7.163942718505859375e+01
1.180000000000000000e+02,6.760622406005859375e+01
1.170000000000000000e+02,8.597206878662109375e+01
1.160000000000000000e+02,9.602019500732421875e+01
1.150000000000000000e+02,8.748024749755859375e+01
1.140000000000000000e+02,6.680096435546875000e+01
1.130000000000000000e+02,7.766259002685546875e+01
1.120000000000000000e+02,7.691452026367187500e+01
1.110000000000000000e+02,7.145896148681640625e+01
1.100000000000000000e+02,5.557643890380859375e+01
1.090000000000000000e+02,5.482299041748046875e+01
1.080000000000000000e+02,6.655748748779296875e+01
1.070000000000000000e+02,7.770773315429687500e+01
1.060000000000000000e+02,7.395915222167968750e+01
1.050000000000000000e+02,8.314215850830078125e+01
1.040000000000000000e+02,7.783491516113281250e+01
1.030000000000000000e+02,5.326439666748046875e+01
1.020000000000000000e+02,6.948105621337890625e+01
1.010000000000000000e+02,6.008487701416015625e+01
1.000000000000000000e+02,6.725115966796875000e+01
9.900000000000000000e+01,7.688173675537109375e+01
9.800000000000000000e+01,6.687445831298828125e+01
9.700000000000000000e+01,6.356067657470703125e+01
9.600000000000000000e+01,4.419051361083984375e+01
9.500000000000000000e+01,6.236373901367187500e+01
9.400000000000000000e+01,3.400579071044921875e+01
9.300000000000000000e+01,6.267570495605468750e+01
9.200000000000000000e+01,7.760719299316406250e+01
9.100000000000000000e+01,6.288105010986328125e+01
9.000000000000000000e+01,4.637276458740234375e+01
8.900000000000000000e+01,4.895438385009765625e+01
8.800000000000000000e+01,7.093643951416015625e+01
8.700000000000000000e+01,5.588711547851562500e+01
8.600000000000000000e+01,5.560541534423828125e+01
8.500000000000000000e+01,6.380812835693359375e+01
8.400000000000000000e+01,4.836380004882812500e+01
8.300000000000000000e+01,6.378024291992187500e+01
8.200000000000000000e+01,6.555724334716796875e+01
8.100000000000000000e+01,6.951228332519531250e+01
8.000000000000000000e+01,4.935694885253906250e+01
7.900000000000000000e+01,5.316549682617187500e+01
7.800000000000000000e+01,3.738082885742187500e+01
7.700000000000000000e+01,6.804083251953125000e+01
7.600000000000000000e+01,4.364223480224609375e+01
7.500000000000000000e+01,5.435340881347656250e+01
7.400000000000000000e+01,5.194639587402343750e+01
7.300000000000000000e+01,5.026496887207031250e+01
7.200000000000000000e+01,1.707900238037109375e+01
7.100000000000000000e+01,4.649671173095703125e+01
7.000000000000000000e+01,5.652002716064453125e+01
6.900000000000000000e+01,4.879633331298828125e+01
6.800000000000000000e+01,5.726726531982421875e+01
6.700000000000000000e+01,4.978282928466796875e+01
6.600000000000000000e+01,4.685675811767578125e+01
6.500000000000000000e+01,5.157781982421875000e+01
6.400000000000000000e+01,5.040035247802734375e+01
6.300000000000000000e+01,3.101496887207031250e+01
6.200000000000000000e+01,5.074813079833984375e+01
6.100000000000000000e+01,4.620886993408203125e+01
6.000000000000000000e+01,6.816599273681640625e+01
5.900000000000000000e+01,5.678202819824218750e+01
5.800000000000000000e+01,4.472852325439453125e+01
5.700000000000000000e+01,5.931005859375000000e+01
5.600000000000000000e+01,3.231542968750000000e+01
5.500000000000000000e+01,1.328199768066406250e+01
5.400000000000000000e+01,3.987206268310546875e+01
5.300000000000000000e+01,5.205091094970703125e+01
5.200000000000000000e+01,4.454969787597656250e+01
5.100000000000000000e+01,3.990753936767578125e+01
5.000000000000000000e+01,4.223490905761718750e+01
4.900000000000000000e+01,4.795114135742187500e+01
4.800000000000000000e+01,3.826927947998046875e+01
4.700000000000000000e+01,5.597534942626953125e+01
4.600000000000000000e+01,6.996065521240234375e+01
4.500000000000000000e+01,4.515922546386718750e+01
4.400000000000000000e+01,5.787985229492187500e+01
4.300000000000000000e+01,3.474648284912109375e+01
4.200000000000000000e+01,3.276076507568359375e+01
4.100000000000000000e+01,3.452096557617187500e+01
4.000000000000000000e+01,2.208242034912109375e+01
3.900000000000000000e+01,2.525995635986328125e+01
3.800000000000000000e+01,3.312295532226562500e+01
3.700000000000000000e+01,3.747965240478515625e+01
3.600000000000000000e+01,2.012721252441406250e+01
3.500000000000000000e+01,2.940833282470703125e+01
3.400000000000000000e+01,2.567817687988281250e+01
3.300000000000000000e+01,2.374179840087890625e+01
3.200000000000000000e+01,1.715322875976562500e+01
3.100000000000000000e+01,2.646818542480468750e+01
3.000000000000000000e+01,1.381321716308593750e+01
2.900000000000000000e+01,2.594697570800781250e+01
2.800000000000000000e+01,2.813591766357421875e+01
2.700000000000000000e+01,2.183817291259765625e+01
2.600000000000000000e+01,2.442997741699218750e+01
2.500000000000000000e+01,2.974999237060546875e+01
2.400000000000000000e+01,1.115670776367187500e+01
2.300000000000000000e+01,1.649063110351562500e+00
2.200000000000000000e+01,3.081442260742187500e+01
2.100000000000000000e+01,4.349983215332031250e+00
2.000000000000000000e+01,1.918992614746093750e+01
1.900000000000000000e+01,9.027847290039062500e+00
1.800000000000000000e+01,2.139220428466796875e+01
1.700000000000000000e+01,1.680929565429687500e+01
1.600000000000000000e+01,2.183676147460937500e+01
1.500000000000000000e+01,1.088024139404296875e+01
1.400000000000000000e+01,1.895347595214843750e+00
1.300000000000000000e+01,3.410661315917968750e+01
1.200000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,6.539100646972656250e+00
1.000000000000000000e+01,1.809400177001953125e+01
9.000000000000000000e+00,1.365835571289062500e+01
8.000000000000000000e+00,3.940296936035156250e+01
7.000000000000000000e+00,7.662605285644531250e+00
6.000000000000000000e+00,1.987493896484375000e+01
5.000000000000000000e+00,2.209802246093750000e+01
4.000000000000000000e+00,8.432868957519531250e+00
3.000000000000000000e+00,3.428268432617187500e-01
2.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.770000000000000000e+02,1.798692626953125000e+02
1.760000000000000000e+02,1.919147109985351562e+02
1.750000000000000000e+02,1.842601165771484375e+02
1.740000000000000000e+02,2.126485748291015625e+02
1.730000000000000000e+02,2.079456558227539062e+02
1.720000000000000000e+02,2.073705978393554688e+02
1.710000000000000000e+02,1.950414810180664062e+02
1.700000000000000000e+02,1.938313751220703125e+02
1.690000000000000000e+02,1.872086334228515625e+02
1.680000000000000000e+02,2.027154617309570312e+02
1.670000000000000000e+02,1.958038330078125000e+02
1.660000000000000000e+02,1.887485351562500000e+02
1.650000000000000000e+02,1.783779602050781250e+02
1.640000000000000000e+02,2.085111465454101562e+02
1.630000000000000000e+02,1.789377975463867188e+02
1.620000000000000000e+02,1.829196701049804688e+02
1.610000000000000000e+02,1.729279174804687500e+02
1.600000000000000000e+02,1.818305435180664062e+02
1.590000000000000000e+02,1.634219741821289062e+02
1.580000000000000000e+02,1.819345092773437500e+02
1.570000000000000000e+02,1.839866409301757812e+02
1.560000000000000000e+02,1.712884521484375000e+02
1.550000000000000000e+02,1.880009689331054688e+02
1.540000000000000000e+02,1.714458694458007812e+02
1.530000000000000000e+02,1.861624145507812500e+02
1.520000000000000000e+02,1.734897003173828125e+02
1.510000000000000000e+02,1.776334533691406250e+02
1.500000000000000000e+02,1.685437088012695312e+02
1.490000000000000000e+02,1.883860626220703125e+02
1.480000000000000000e+02,1.787228622436523438e+02
1.470000000000000000e+02,1.527751922607421875e+02
1.460000000000000000e+02,1.472455139160156250e+02
1.450000000000000000e+02,1.653608627319335938e+02
1.440000000000000000e+02,1.625388793945312500e+02
1.430000000000000000e+02,1.571790313720703125e+02
1.420000000000000000e+02,1.572577362060546875e+02
1.410000000000000000e+02,1.531266555786132812e+02
1.400000000000000000e+02,1.608895034790039062e+02
1.390000000000000000e+02,1.294234390258789062e+02
1.380000000000000000e+02,1.414942932128906250e+02
1.370000000000000000e+02,1.483022537231445312e+02
1.360000000000000000e+02,1.418856582641601562e+02
1.350000000000000000e+02,1.425586013793945312e+02
1.340000000000000000e+02,1.655271835327148438e+02
1.330000000000000000e+02,1.483843078613281250e+02
1.320000000000000000e+02,1.479377975463867188e+02
1.310000000000000000e+02,1.289962005615234375e+02
1.300000000000000000e+02,1.358954772949218750e+02
1.290000000000000000e+02,1.505310440063476562e+02
1.280000000000000000e+02,1.439778213500976562e+02
1.270000000000000000e+02,1.323484039306640625e+02
1.260000000000000000e+02,1.430237960815429688e+02
1.250000000000000000e+02,1.374822692871093750e+02
1.240000000000000000e+02,1.483557281494140625e+02
1.230000000000000000e+02,1.361103897094726562e+02
1.220000000000000000e+02,1.411261978149414062e+02
1.210000000000000000e+02,1.258306655883789062e+02
1.200000000000000000e+02,1.221939620971679688e+02
1.190000000000000000e+02,1.218410568237304688e+02
1.180000000000000000e+02,1.269049377441406250e+02
1.170000000000000000e+02,1.254655761718750000e+02
1.160000000000000000e+02,1.160909194946289062e+02
1.150000000000000000e+02,1.250511703491210938e+02
1.140000000000000000e+02,1.284985656738281250e+02
1.130000000000000000e+02,1.277298736572265625e+02
1.120000000000000000e+02,1.296744689941406250e+02
1.110000000000000000e+02,1.185268249511718750e+02
1.100000000000000000e+02,1.240889205932617188e+02
1.090000000000000000e+02,1.257166061401367188e+02
1.080000000000000000e+02,1.395910339355468750e+02
1.070000000000000000e+02,1.177807540893554688e+02
1.060000000000000000e+02,1.249169921875000000e+02
1.050000000000000000e+02,1.154466323852539062e+02
1.040000000000000000e+02,1.120852813720703125e+02
1.030000000000000000e+02,1.058056945800781250e+02
1.020000000000000000e+02,1.122094421386718750e+02
1.010000000000000000e+02,1.105459976196289062e+02
1.000000000000000000e+02,1.073552398681640625e+02
9.900000000000000000e+01,1.057791137695312500e+02
9.800000000000000000e+01,1.188094406127929688e+02
9.700000000000000000e+01,1.098370208740234375e+02
9.600000000000000000e+01,9.918014526367187500e+01
9.500000000000000000e+01,9.187628936767578125e+01
9.400000000000000000e+01,1.086634140014648438e+02
9.300000000000000000e+01,1.012107620239257812e+02
9.200000000000000000e+01,1.157830276489257812e+02
9.100000000000000000e+01,1.205914764404296875e+02
9.000000000000000000e+01,1.093411941528320312e+02
8.900000000000000000e+01,8.517941284179687500e+01
8.800000000000000000e+01,9.967080688476562500e+01
8.700000000000000000e+01,1.035179214477539062e+02
8.600000000000000000e+01,1.004374465942382812e+02
8.500000000000000000e+01,1.254583206176757812e+02
8.400000000000000000e+01,7.603599548339843750e+01
8.300000000000000000e+01,1.043206329345703125e+02
8.200000000000000000e+01,9.483866882324218750e+01
8.100000000000000000e+01,8.336241912841796875e+01
8.000000000000000000e+01,9.889446258544921875e+01
7.900000000000000000e+01,1.067666931152343750e+02
7.800000000000000000e+01,9.179894256591796875e+01
7.700000000000000000e+01,1.035115814208984375e+02
7.600000000000000000e+01,1.155635147094726562e+02
7.500000000000000000e+01,7.949996185302734375e+01
7.400000000000000000e+01,6.965258789062500000e+01
7.300000000000000000e+01,9.179738616943359375e+01
7.200000000000000000e+01,1.039116668701171875e+02
7.100000000000000000e+01,9.056604766845703125e+01
7.000000000000000000e+01,8.094481658935546875e+01
6.900000000000000000e+01,9.596007537841796875e+01
6.800000000000000000e+01,8.011514282226562500e+01
6.700000000000000000e+01,6.682134246826171875e+01
6.600000000000000000e+01,8.422841644287109375e+01
6.500000000000000000e+01,9.446419525146484375e+01
6.400000000000000000e+01,8.485720062255859375e+01
6.300000000000000000e+01,8.207528686523437500e+01
6.200000000000000000e+01,7.083464050292968750e+01
6.100000000000000000e+01,7.776757049560546875e+01
6.000000000000000000e+01,7.873569488525390625e+01
5.900000000000000000e+01,7.242096710205078125e+01
5.800000000000000000e+01,7.740164947509765625e+01
5.700000000000000000e+01,7.553128051757812500e+01
5.600000000000000000e+01,8.293172454833984375e+01
5.500000000000000000e+01,6.049171447753906250e+01
5.400000000000000000e+01,7.194429016113281250e+01
5.300000000000000000e+01,7.028446960449218750e+01
5.200000000000000000e+01,6.631711578369140625e+01
5.100000000000000000e+01,7.748509979248046875e+01
5.000000000000000000e+01,5.908609771728515625e+01
4.900000000000000000e+01,5.442995452880859375e+01
4.800000000000000000e+01,6.653971862792968750e+01
4.700000000000000000e+01,6.296844482421875000e+01
4.600000000000000000e+01,6.331278991699218750e+01
4.500000000000000000e+01,7.878736114501953125e+01
4.400000000000000000e+01,5.766909790039062500e+01
4.300000000000000000e+01,5.511209106445312500e+01
4.200000000000000000e+01,5.307619476318359375e+01
4.100000000000000000e+01,6.341785430908203125e+01
4.000000000000000000e+01,5.512120819091796875e+01
3.900000000000000000e+01,6.082974243164062500e+01
3.800000000000000000e+01,5.919324493408203125e+01
3.700000000000000000e+01,4.875103759765625000e+01
3.600000000000000000e+01,5.054526519775390625e+01
3.500000000000000000e+01,5.305464172363281250e+01
3.400000000000000000e+01,4.940560913085937500e+01
3.300000000000000000e+01,5.021400451660156250e+01
3.200000000000000000e+01,4.332258605957031250e+01
3.100000000000000000e+01,3.576040649414062500e+01
3.000000000000000000e+01,5.160611724853515625e+01
2.900000000000000000e+01,3.555690002441406250e+01
2.800000000000000000e+01,3.604590606689453125e+01
2.700000000000000000e+01,4.338589477539062500e+01
2.600000000000000000e+01,2.804553985595703125e+01
2.500000000000000000e+01,4.357872772216796875e+01
2.400000000000000000e+01,2.862823486328125000e+01
2.300000000000000000e+01,2.780342102050781250e+01
2.200000000000000000e+01,3.681991577148437500e+01
2.100000000000000000e+01,1.604981994628906250e+01
2.000000000000000000e+01,2.045162963867187500e+01
1.900000000000000000e+01,2.003176116943359375e+01
1.800000000000000000e+01,1.835855865478515625e+01
1.700000000000000000e+01,2.403742980957031250e+01
1.600000000000000000e+01,1.869477081298828125e+01
1.500000000000000000e+01,1.281715393066406250e+00
1.400000000000000000e+01,2.283034515380859375e+01
1.300000000000000000e+01,1.926981353759765625e+01
1.200000000000000000e+01,2.350714111328125000e+01
1.100000000000000000e+01,1.371641540527343750e+01
1.000000000000000000e+01,1.129003906250000000e+01
9.000000000000000000e+00,2.197562408447265625e+01
8.000000000000000000e+00,1.047917938232421875e+01
7.000000000000000000e+00,1.195623016357421875e+01
6.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.753491210937500000e+01
4.000000000000000000e+00,5.429077148437500000e+00
3.000000000000000000e+00,4.316406250000000000e-01
2.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.449157714843750000e+00
2.120000000000000000e+02,1.801384506225585938e+02
2.110000000000000000e+02,1.971409149169921875e+02
2.100000000000000000e+02,2.002730941772460938e+02
2.090000000000000000e+02,2.044985656738281250e+02
2.080000000000000000e+02,1.838041915893554688e+02
2.070000000000000000e+02,1.987493667602539062e+02
2.060000000000000000e+02,2.033278045654296875e+02
2.050000000000000000e+02,1.884328002929687500e+02
2.040000000000000000e+02,1.920459213256835938e+02
2.030000000000000000e+02,1.934267959594726562e+02
2.020000000000000000e+02,1.896854934692382812e+02
2.010000000000000000e+02,1.816020050048828125e+02
